,image1,image2,label
37,ds/real/0011/0011_01_07_03_218.jpg,ds/real/0011/0011_01_07_03_22.jpg,1
38,ds/real/005/0005_00_00_02_91.jpg,ds/fake/005/0005_00_04_02_116.jpg,0
39,ds/real/003/0003_01_00_01_98.jpg,ds/fake/003/0003_01_02_03_142.jpg,0
40,ds/real/0015/0015_01_05_03_154.jpg,ds/real/0015/0015_01_05_03_277.jpg,1
41,ds/real/002/0002_01_00_01_303.jpg,ds/fake/002/0002_01_02_03_373.jpg,0
42,ds/real/007/0007_01_05_03_83.jpg,ds/fake/007/0007_01_03_03_422.jpg,0
43,ds/real/002/0002_01_00_01_221.jpg,ds/real/002/0002_01_00_01_73.jpg,1
44,ds/real/003/0003_01_00_01_32.jpg,ds/real/003/0003_01_00_01_240.jpg,1
45,ds/real/0014/0014_01_06_03_44.jpg,ds/fake/0014/0015_01_04_03_69.jpg,0
46,ds/real/005/0005_00_00_01_36.jpg,ds/fake/005/0005_00_04_03_275.jpg,0
47,ds/real/0014/0014_01_06_03_5.jpg,ds/real/0014/0014_01_06_03_493.jpg,1
48,ds/real/0010/0010_01_05_03_330.jpg,ds/fake/0010/0010_01_02_03_441.jpg,0
49,ds/real/0010/0010_01_05_03_311.jpg,ds/fake/0010/0010_01_08_03_151.jpg,0
50,ds/real/005/0005_00_00_01_182.jpg,ds/real/005/0005_00_00_01_391.jpg,1
51,ds/real/004/0004_01_06_03_218.jpg,ds/fake/004/0004_01_04_03_442.jpg,0
52,ds/real/003/0003_01_00_01_490.jpg,ds/fake/003/0003_01_03_03_172.jpg,0
53,ds/real/006/0006_00_06_03_354.jpg,ds/real/006/0006_00_00_01_78.jpg,1
54,ds/real/001/0001_00_00_02_298.jpg,ds/real/001/0001_00_00_01_444.jpg,1
55,ds/real/002/0002_01_00_01_61.jpg,ds/fake/002/0002_01_03_03_175.jpg,0
56,ds/real/0015/0015_01_05_03_161.jpg,ds/fake/0015/0016_01_02_03_225.jpg,0
57,ds/real/0028/72 2.jpg,ds/fake/0028/5 2.jpg,0
58,ds/real/0015/0015_01_05_03_177.jpg,ds/fake/0015/0016_01_02_03_274.jpg,0
59,ds/real/004/0004_01_06_03_373.jpg,ds/fake/004/0004_01_08_03_456.jpg,0
60,ds/real/0012/0012_01_07_03_43.jpg,ds/fake/0012/0012_01_08_03_340.jpg,0
61,ds/real/0012/0012_01_07_03_54.jpg,ds/real/0012/0012_01_07_03_10.jpg,1
62,ds/real/007/0007_00_00_01_244.jpg,ds/fake/007/0007_01_00_01_214.jpg,0
63,ds/real/0011/0011_01_07_03_21.jpg,ds/fake/0011/0011_01_04_03_372.jpg,0
64,ds/real/0012/0012_01_07_03_232.jpg,ds/fake/0012/0012_01_03_03_273.jpg,0
65,ds/real/0013/0013_01_07_03_443.jpg,ds/real/0013/0013_01_07_03_48.jpg,1
66,ds/real/003/0003_01_00_01_367.jpg,ds/fake/003/0003_01_04_03_221.jpg,0
67,ds/real/005/0005_00_00_02_463.jpg,ds/real/005/0005_00_00_02_343.jpg,1
68,ds/real/0026/123988486.jpg,ds/real/0026/124818569.jpg,1
69,ds/real/007/0007_01_05_03_452.jpg,ds/fake/007/0007_01_01_03_328.jpg,0
70,ds/real/004/0004_01_00_02_466.jpg,ds/fake/004/0004_01_04_03_442.jpg,0
71,ds/real/0011/0011_01_07_03_180.jpg,ds/fake/0011/0011_01_01_03_346.jpg,0
72,ds/real/0016/804 2.jpg,ds/fake/0016/1107 2.jpg.orig,0
73,ds/real/0012/0012_01_07_03_147.jpg,ds/real/0012/0012_01_07_03_48.jpg,1
74,ds/real/001/0001_00_00_02_228.jpg,ds/real/001/0001_00_00_01_123.jpg,1
75,ds/real/0010/0010_01_05_03_281.jpg,ds/real/0010/0010_01_05_03_474.jpg,1
76,ds/real/001/0001_00_00_02_217.jpg,ds/real/001/0001_00_00_01_495.jpg,1
77,ds/real/0011/0011_01_07_03_257.jpg,ds/real/0011/0011_01_07_03_164.jpg,1
78,ds/real/007/0007_01_05_03_225.jpg,ds/fake/007/0007_01_01_03_344.jpg,0
79,ds/real/0017/1403.jpg,ds/fake/0017/1264 2.jpg,0
80,ds/real/0013/0013_01_07_03_196.jpg,ds/fake/0013/0014_01_01_03_398.jpg,0
81,ds/real/0013/0013_01_07_03_247.jpg,ds/fake/0013/0014_01_02_03_471.jpg,0
82,ds/real/0023/117591942.jpg,ds/fake/0023/10192586.jpg,0
83,ds/real/004/0004_01_06_03_201.jpg,ds/fake/004/0004_01_00_01_371.jpg,0
84,ds/real/007/0007_01_00_02_16.jpg,ds/fake/007/0007_01_02_03_338.jpg,0
85,ds/real/002/0002_01_00_01_217.jpg,ds/fake/002/0002_01_02_03_217.jpg,0
86,ds/real/009/0009_01_00_02_276.jpg,ds/real/009/0009_01_00_01_130.jpg,1
87,ds/real/008/0008_00_00_02_440.jpg,ds/real/008/0008_00_00_02_195.jpg,1
88,ds/real/009/0009_01_00_02_300.jpg,ds/fake/009/0009_01_03_03_141.jpg,0
89,ds/real/0012/0012_01_07_03_45.jpg,ds/fake/0012/0012_01_03_03_160.jpg,0
90,ds/real/001/0001_00_00_01_293.jpg,ds/fake/001/0001_00_00_01_81.jpg,0
91,ds/real/0011/0011_01_07_03_58.jpg,ds/real/0011/0011_01_07_03_354.jpg,1
92,ds/real/003/0003_01_00_01_123.jpg,ds/fake/003/0003_01_00_01_231.jpg,0
93,ds/real/003/0003_01_00_01_27.jpg,ds/real/003/0003_01_00_01_109.jpg,1
94,ds/real/004/0004_01_00_01_141.jpg,ds/real/004/0004_01_00_02_488.jpg,1
95,ds/real/007/0007_01_05_03_157.jpg,ds/real/007/0007_01_05_03_254.jpg,1
96,ds/real/0020/3854 2.jpg,ds/fake/0020/4045 2.jpg,0
97,ds/real/006/0006_00_06_03_217.jpg,ds/real/006/0006_00_00_01_382.jpg,1
98,ds/real/0028/94 2.jpg,ds/fake/0028/74 2.jpg,0
99,ds/real/0013/0013_01_07_03_393.jpg,ds/fake/0013/0014_01_04_03_90.jpg,0
100,ds/real/0018/1732 2.jpg,ds/fake/0018/1349 2.jpg,0
101,ds/real/0010/0010_01_05_03_41.jpg,ds/fake/0010/0010_01_01_03_18.jpg,0
102,ds/real/009/0009_01_00_02_21.jpg,ds/fake/009/0009_01_03_02_279.jpg,0
103,ds/real/0010/0010_01_05_03_334.jpg,ds/fake/0010/0010_01_01_03_363.jpg,0
104,ds/real/0011/0011_01_07_03_281.jpg,ds/fake/0011/0011_01_04_03_11.jpg,0
105,ds/real/002/0002_01_00_01_89.jpg,ds/fake/002/0002_01_01_02_189.jpg,0
106,ds/real/0013/0013_01_07_03_24.jpg,ds/real/0013/0013_01_07_03_422.jpg,1
107,ds/real/0010/0010_01_05_03_311.jpg,ds/real/0010/0010_01_05_03_267.jpg,1
108,ds/real/002/0002_01_00_01_58.jpg,ds/real/002/0002_01_00_01_65.jpg,1
109,ds/real/0028/53 2.jpg,ds/real/0028/34.jpg,1
110,ds/real/0015/0015_01_05_03_437.jpg,ds/real/0015/0015_01_05_03_403.jpg,1
111,ds/real/006/0006_00_00_02_368.jpg,ds/fake/006/0006_00_01_02_2.jpg,0
112,ds/real/0014/0014_01_06_03_393.jpg,ds/fake/0014/0015_01_01_03_251.jpg,0
113,ds/real/007/0007_01_05_03_218.jpg,ds/fake/007/0007_01_02_03_338.jpg,0
114,ds/real/003/0003_01_00_01_399.jpg,ds/fake/003/0003_01_01_02_50.jpg,0
115,ds/real/0022/5569.jpg,ds/real/0022/5562.jpg,1
116,ds/real/0012/0012_01_07_03_151.jpg,ds/fake/0012/0012_01_03_03_165.jpg,0
117,ds/real/0013/0013_01_07_03_361.jpg,ds/fake/0013/0014_01_04_03_130.jpg,0
118,ds/real/0020/3684 2.jpg,ds/real/0020/3817 2.jpg,1
119,ds/real/0010/0010_01_05_03_484.jpg,ds/fake/0010/0010_01_02_03_126.jpg,0
120,ds/real/007/0007_01_05_03_427.jpg,ds/fake/007/0007_01_01_03_344.jpg,0
121,ds/real/0013/0013_01_07_03_291.jpg,ds/fake/0013/0014_01_02_03_190.jpg,0
122,ds/real/0013/0013_01_07_03_233.jpg,ds/fake/0013/0014_01_02_03_492.jpg,0
123,ds/real/0014/0014_01_06_03_331.jpg,ds/fake/0014/0015_01_04_03_69.jpg,0
124,ds/real/0012/0012_01_07_03_408.jpg,ds/real/0012/0012_01_07_03_168.jpg,1
125,ds/real/0010/0010_01_05_03_281.jpg,ds/fake/0010/0010_01_01_03_363.jpg,0
126,ds/real/004/0004_01_06_03_192.jpg,ds/fake/004/0004_01_04_03_415.jpg,0
127,ds/real/0024/130509138.jpg,ds/fake/0024/10324718.jpg,0
128,ds/real/0015/0015_01_05_03_156.jpg,ds/fake/0015/0016_01_01_03_247.jpg,0
129,ds/real/0014/0014_01_06_03_23.jpg,ds/fake/0014/0015_01_08_03_224.jpg,0
130,ds/real/0010/0010_01_05_03_281.jpg,ds/real/0010/0010_01_05_03_115.jpg,1
131,ds/real/005/0005_00_00_02_148.jpg,ds/fake/005/0005_00_03_02_452.jpg,0
132,ds/real/001/0001_00_00_01_145.jpg,ds/fake/001/0001_00_04_03_206.jpg,0
133,ds/real/001/0001_00_00_01_369.jpg,ds/fake/001/0001_00_02_03_250.jpg,0
134,ds/real/008/0008_00_00_02_451.jpg,ds/real/008/0008_00_00_02_263.jpg,1
135,ds/real/0011/0011_01_07_03_380.jpg,ds/real/0011/0011_01_07_03_223.jpg,1
136,ds/real/0012/0012_01_07_03_138.jpg,ds/fake/0012/0012_01_03_03_24.jpg,0
137,ds/real/0014/0014_01_06_03_9.jpg,ds/fake/0014/0015_01_03_03_49.jpg,0
138,ds/real/0022/5638.jpg,ds/real/0022/5564.jpg,1
139,ds/real/004/0004_01_00_01_481.jpg,ds/fake/004/0004_01_08_03_456.jpg,0
140,ds/real/0026/124798567.jpg,ds/fake/0026/106211015.jpg,0
141,ds/real/0013/0013_01_07_03_218.jpg,ds/fake/0013/0014_01_08_03_220.jpg,0
142,ds/real/0020/3656 2.jpg,ds/fake/0020/4035 2.jpg,0
143,ds/real/0013/0013_01_07_03_474.jpg,ds/real/0013/0013_01_07_03_290.jpg,1
144,ds/real/0020/3746 2.jpg,ds/fake/0020/3961 2.jpg,0
145,ds/real/005/0005_00_00_01_51.jpg,ds/fake/005/0005_00_01_03_164.jpg,0
146,ds/real/001/0001_00_00_02_170.jpg,ds/fake/001/0001_00_04_03_419.jpg,0
147,ds/real/004/0004_01_06_03_30.jpg,ds/real/004/0004_01_06_03_323.jpg,1
148,ds/real/001/0001_00_00_02_395.jpg,ds/fake/001/0001_00_04_03_387.jpg,0
149,ds/real/001/0001_00_00_01_145.jpg,ds/fake/001/0001_00_02_03_283.jpg,0
150,ds/real/0023/115521735.jpg,ds/fake/0023/10152546.jpg,0
151,ds/real/0013/0013_01_07_03_45.jpg,ds/real/0013/0013_01_07_03_287.jpg,1
152,ds/real/0011/0011_01_07_03_98.jpg,ds/fake/0011/0011_01_01_03_132.jpg,0
153,ds/real/001/0001_00_00_01_181.jpg,ds/fake/001/0001_00_00_01_111.jpg,0
154,ds/real/006/0006_00_06_03_51.jpg,ds/fake/006/0006_00_01_03_458.jpg,0
155,ds/real/007/0007_01_05_03_427.jpg,ds/fake/007/0007_01_02_03_457.jpg,0
156,ds/real/0014/0014_01_06_03_441.jpg,ds/fake/0014/0015_01_04_03_163.jpg,0
157,ds/real/0022/5565.jpg,ds/fake/0022/5193 2.jpg,0
158,ds/real/004/0004_01_00_02_149.jpg,ds/real/004/0004_01_00_02_163.jpg,1
159,ds/real/009/0009_01_00_02_483.jpg,ds/fake/009/0009_01_08_03_477.jpg,0
160,ds/real/009/0009_01_00_02_127.jpg,ds/fake/009/0009_01_04_03_288.jpg,0
161,ds/real/0012/0012_01_07_03_408.jpg,ds/real/0012/0012_01_07_03_290.jpg,1
162,ds/real/002/0002_01_00_01_61.jpg,ds/real/002/0002_01_00_01_327.jpg,1
163,ds/real/009/0009_01_00_02_276.jpg,ds/fake/009/0009_01_01_03_293.jpg,0
164,ds/real/008/0008_00_00_02_75.jpg,ds/fake/008/0008_00_00_01_127.jpg,0
165,ds/real/005/0005_00_00_01_255.jpg,ds/fake/005/0005_00_02_03_114.jpg,0
166,ds/real/0014/0014_01_06_03_386.jpg,ds/real/0014/0014_01_06_03_9.jpg,1
167,ds/real/0025/128818969.jpg,ds/fake/0025/10578972.jpg,0
168,ds/real/002/0002_01_00_01_85.jpg,ds/fake/002/0002_01_04_03_289.jpg,0
169,ds/real/003/0003_01_00_01_278.jpg,ds/fake/003/0003_01_02_03_142.jpg,0
170,ds/real/005/0005_00_00_02_105.jpg,ds/real/005/0005_00_00_02_492.jpg,1
171,ds/real/003/0003_01_00_01_266.jpg,ds/real/003/0003_01_00_01_157.jpg,1
172,ds/real/0014/0014_01_06_03_60.jpg,ds/fake/0014/0015_01_08_03_40.jpg,0
173,ds/real/0011/0011_01_07_03_332.jpg,ds/real/0011/0011_01_07_03_27.jpg,1
174,ds/real/0028/95 2.jpg,ds/real/0028/3.jpg,1
175,ds/real/001/0001_00_00_02_228.jpg,ds/real/001/0001_00_00_01_293.jpg,1
176,ds/real/0024/132019289.jpg,ds/fake/0024/10259653.jpg,0
177,ds/real/0016/470 2.jpg,ds/fake/0016/1058.jpg.orig,0
178,ds/real/0014/0014_01_06_03_101.jpg,ds/real/0014/0014_01_06_03_429.jpg,1
179,ds/real/0013/0013_01_07_03_244.jpg,ds/fake/0013/0014_01_04_03_63.jpg,0
180,ds/real/006/0006_00_06_03_17.jpg,ds/fake/006/0006_00_04_03_23.jpg,0
181,ds/real/0010/0010_01_05_03_281.jpg,ds/real/0010/0010_01_05_03_321.jpg,1
182,ds/real/002/0002_01_00_01_124.jpg,ds/fake/002/0002_01_02_02_66.jpg,0
183,ds/real/0011/0011_01_07_03_21.jpg,ds/fake/0011/0011_01_04_03_350.jpg,0
184,ds/real/009/0009_01_00_01_385.jpg,ds/fake/009/0009_01_00_01_258.jpg,0
185,ds/real/007/0007_01_05_03_74.jpg,ds/fake/007/0007_01_02_03_338.jpg,0
186,ds/real/0020/3744 2.jpg,ds/fake/0020/3988 2.jpg,0
187,ds/real/0026/124658553.jpg,ds/fake/0026/106281022.jpg,0
188,ds/real/004/0004_01_06_03_370.jpg,ds/fake/004/0004_01_02_03_399.jpg,0
189,ds/real/005/0005_00_00_02_105.jpg,ds/real/005/0005_00_00_01_7.jpg,1
190,ds/real/0024/131319219.jpg,ds/fake/0024/10373767.jpg,0
191,ds/real/0015/0015_01_05_03_119.jpg,ds/fake/0015/0016_01_04_03_257.jpg,0
192,ds/real/0026/124048492.jpg,ds/fake/0026/106281022.jpg,0
193,ds/real/007/0007_01_05_03_468.jpg,ds/fake/007/0007_01_02_03_69.jpg,0
194,ds/real/0013/0013_01_07_03_116.jpg,ds/fake/0013/0014_01_04_03_227.jpg,0
195,ds/real/006/0006_00_06_03_217.jpg,ds/real/006/0006_00_06_03_256.jpg,1
196,ds/real/008/0008_00_00_02_184.jpg,ds/fake/008/0008_00_02_02_135.jpg,0
197,ds/real/004/0004_01_00_01_481.jpg,ds/fake/004/0004_01_08_03_260.jpg,0
198,ds/real/003/0003_01_00_01_248.jpg,ds/real/003/0003_01_00_01_27.jpg,1
199,ds/real/001/0001_00_00_02_430.jpg,ds/fake/001/0001_00_04_02_170.jpg,0
200,ds/real/0028/53 2.jpg,ds/fake/0028/20 2.jpg,0
201,ds/real/0011/0011_01_07_03_122.jpg,ds/real/0011/0011_01_07_03_392.jpg,1
202,ds/real/008/0008_00_00_02_112.jpg,ds/real/008/0008_00_00_02_263.jpg,1
203,ds/real/0011/0011_01_07_03_467.jpg,ds/fake/0011/0011_01_04_03_51.jpg,0
204,ds/real/0018/1660 2.jpg,ds/fake/0018/1400 2.jpg,0
205,ds/real/0014/0014_01_06_03_222.jpg,ds/fake/0014/0015_01_01_03_429.jpg,0
206,ds/real/0015/0015_01_05_03_132.jpg,ds/fake/0015/0016_01_02_03_427.jpg,0
207,ds/real/003/0003_01_00_01_57.jpg,ds/fake/003/0003_01_08_03_25.jpg,0
208,ds/real/0021/4797 2.jpg,ds/real/0021/4805 2.jpg,1
209,ds/real/004/0004_01_06_03_134.jpg,ds/fake/004/0004_01_01_02_243.jpg,0
210,ds/real/003/0003_01_00_01_248.jpg,ds/real/003/0003_01_00_01_266.jpg,1
211,ds/real/0019/2563 2.jpg,ds/fake/0019/2235 2.jpg,0
212,ds/real/005/0005_00_00_02_26.jpg,ds/fake/005/0005_00_08_03_98.jpg,0
213,ds/real/003/0003_01_00_01_86.jpg,ds/fake/003/0003_01_04_03_167.jpg,0
214,ds/real/0015/0015_01_05_03_197.jpg,ds/fake/0015/0016_01_02_03_368.jpg,0
215,ds/real/0018/1637 2.jpg,ds/real/0018/1774 2.jpg,1
216,ds/real/007/0007_01_05_03_225.jpg,ds/real/007/0007_00_00_01_160.jpg,1
217,ds/real/0015/0015_01_05_03_315.jpg,ds/fake/0015/0016_01_01_03_166.jpg,0
218,ds/real/002/0002_01_00_01_38.jpg,ds/fake/002/0002_01_02_02_136.jpg,0
219,ds/real/002/0002_01_00_01_85.jpg,ds/fake/002/0002_01_04_02_224.jpg,0
220,ds/real/0016/568 2.jpg,ds/real/0016/644 2.jpg,1
221,ds/real/008/0008_00_00_02_332.jpg,ds/real/008/0008_00_00_02_47.jpg,1
222,ds/real/002/0002_01_00_01_116.jpg,ds/real/002/0002_01_00_01_120.jpg,1
223,ds/real/004/0004_01_06_03_31.jpg,ds/real/004/0004_01_00_02_145.jpg,1
224,ds/real/0014/0014_01_06_03_263.jpg,ds/fake/0014/0015_01_03_03_405.jpg,0
225,ds/real/004/0004_01_00_01_310.jpg,ds/real/004/0004_01_06_03_141.jpg,1
226,ds/real/0018/1747 2.jpg,ds/fake/0018/1374 2.jpg,0
227,ds/real/0015/0015_01_05_03_144.jpg,ds/fake/0015/0016_01_03_03_263.jpg,0
228,ds/real/0019/2626 2.jpg,ds/real/0019/2609.jpg,1
229,ds/real/0019/2606.jpg,ds/fake/0019/2233 2.jpg,0
230,ds/real/005/0005_00_00_02_203.jpg,ds/fake/005/0005_00_00_01_233.jpg,0
231,ds/real/006/0006_00_00_02_368.jpg,ds/fake/006/0006_00_08_03_198.jpg,0
232,ds/real/0015/0015_01_05_03_266.jpg,ds/real/0015/0015_01_05_03_171.jpg,1
233,ds/real/008/0008_00_00_02_263.jpg,ds/fake/008/0008_00_01_03_18.jpg,0
234,ds/real/0017/1537 2.jpg,ds/fake/0017/8268.jpg,0
235,ds/real/0010/0010_01_05_03_474.jpg,ds/fake/0010/0010_01_08_03_478.jpg,0
236,ds/real/0010/0010_01_05_03_342.jpg,ds/fake/0010/0010_01_01_03_311.jpg,0
237,ds/real/0012/0012_01_07_03_290.jpg,ds/fake/0012/0012_01_02_03_471.jpg,0
238,ds/real/0014/0014_01_06_03_386.jpg,ds/fake/0014/0015_01_08_03_175.jpg,0
239,ds/real/0012/0012_01_07_03_260.jpg,ds/fake/0012/0012_01_03_03_235.jpg,0
240,ds/real/0016/573 2.jpg,ds/fake/0016/1106 2.jpg.orig,0
241,ds/real/0013/0013_01_07_03_423.jpg,ds/real/0013/0013_01_07_03_380.jpg,1
242,ds/real/002/0002_01_00_01_120.jpg,ds/fake/002/0002_01_08_03_466.jpg,0
243,ds/real/0019/2509 2.jpg,ds/real/0019/2471 2.jpg,1
244,ds/real/0010/0010_01_05_03_474.jpg,ds/fake/0010/0010_01_08_03_53.jpg,0
245,ds/real/0014/0014_01_06_03_331.jpg,ds/fake/0014/0015_01_08_03_234.jpg,0
246,ds/real/0018/1712 2.jpg,ds/fake/0018/1395 2.jpg,0
247,ds/real/0011/0011_01_07_03_332.jpg,ds/real/0011/0011_01_07_03_180.jpg,1
248,ds/real/0013/0013_01_07_03_361.jpg,ds/fake/0013/0014_01_02_03_471.jpg,0
249,ds/real/009/0009_01_00_02_373.jpg,ds/real/009/0009_01_00_01_433.jpg,1
250,ds/real/003/0003_01_00_01_48.jpg,ds/fake/003/0003_01_00_01_204.jpg,0
251,ds/real/0012/0012_01_07_03_473.jpg,ds/fake/0012/0012_01_04_03_393.jpg,0
252,ds/real/0023/115831766.jpg,ds/fake/0023/10198592.jpg,0
253,ds/real/008/0008_00_00_02_281.jpg,ds/fake/008/0008_00_00_01_252.jpg,0
254,ds/real/0015/0015_01_05_03_261.jpg,ds/fake/0015/0016_01_04_03_234.jpg,0
255,ds/real/002/0002_01_00_01_368.jpg,ds/real/002/0002_01_00_01_154.jpg,1
256,ds/real/0013/0013_01_07_03_290.jpg,ds/real/0013/0013_01_07_03_242.jpg,1
257,ds/real/0013/0013_01_07_03_159.jpg,ds/real/0013/0013_01_07_03_233.jpg,1
258,ds/real/009/0009_01_00_02_84.jpg,ds/fake/009/0009_01_01_03_103.jpg,0
259,ds/real/0015/0015_01_05_03_187.jpg,ds/real/0015/0015_01_05_03_198.jpg,1
260,ds/real/0013/0013_01_07_03_474.jpg,ds/fake/0013/0014_01_01_03_303.jpg,0
261,ds/real/0021/4797 2.jpg,ds/fake/0021/4432 2.jpg,0
262,ds/real/005/0005_00_00_02_489.jpg,ds/fake/005/0005_00_01_03_402.jpg,0
263,ds/real/0026/124908578.jpg,ds/fake/0026/106231017.jpg,0
264,ds/real/006/0006_00_06_03_331.jpg,ds/real/006/0006_00_06_03_146.jpg,1
265,ds/real/001/0001_00_00_01_271.jpg,ds/fake/001/0001_00_00_01_260.jpg,0
266,ds/real/004/0004_01_06_03_283.jpg,ds/real/004/0004_01_06_03_445.jpg,1
267,ds/real/006/0006_00_00_01_382.jpg,ds/fake/006/0006_00_08_03_266.jpg,0
268,ds/real/0014/0014_01_06_03_475.jpg,ds/real/0014/0014_01_06_03_386.jpg,1
269,ds/real/0013/0013_01_07_03_290.jpg,ds/fake/0013/0014_01_04_03_130.jpg,0
270,ds/real/009/0009_01_00_01_428.jpg,ds/fake/009/0009_01_01_03_260.jpg,0
271,ds/real/002/0002_01_00_01_192.jpg,ds/fake/002/0002_01_08_03_341.jpg,0
272,ds/real/002/0002_01_00_01_124.jpg,ds/fake/002/0002_01_03_03_175.jpg,0
273,ds/real/007/0007_01_00_01_301.jpg,ds/real/007/0007_01_00_02_343.jpg,1
274,ds/real/0016/719 2.jpg,ds/real/0016/644 2.jpg,1
275,ds/real/0012/0012_01_07_03_45.jpg,ds/fake/0012/0012_01_03_03_310.jpg,0
276,ds/real/008/0008_00_00_02_26.jpg,ds/real/008/0008_00_00_02_394.jpg,1
277,ds/real/0012/0012_01_07_03_170.jpg,ds/real/0012/0012_01_07_03_93.jpg,1
278,ds/real/0010/0010_01_05_03_241.jpg,ds/real/0010/0010_01_05_03_342.jpg,1
279,ds/real/0017/1173 2.jpg,ds/real/0017/1482 2.jpg,1
280,ds/real/0011/0011_01_07_03_19.jpg,ds/fake/0011/0011_01_02_03_165.jpg,0
281,ds/real/007/0007_01_05_03_395.jpg,ds/real/007/0007_00_00_01_160.jpg,1
282,ds/real/0013/0013_01_07_03_159.jpg,ds/fake/0013/0014_01_01_03_303.jpg,0
283,ds/real/0011/0011_01_07_03_122.jpg,ds/fake/0011/0011_01_03_03_382.jpg,0
284,ds/real/0028/9 2.jpg,ds/fake/0028/9 2.jpg,0
285,ds/real/0023/115561739.jpg,ds/fake/0023/10152546.jpg,0
286,ds/real/0010/0010_01_05_03_319.jpg,ds/real/0010/0010_01_05_03_115.jpg,1
287,ds/real/0012/0012_01_07_03_19.jpg,ds/real/0012/0012_01_07_03_469.jpg,1
288,ds/real/0028/110 2.jpg,ds/fake/0028/0.jpg,0
289,ds/real/006/0006_00_06_03_441.jpg,ds/real/006/0006_00_06_03_397.jpg,1
290,ds/real/001/0001_00_00_02_298.jpg,ds/real/001/0001_00_00_02_5.jpg,1
291,ds/real/0011/0011_01_07_03_98.jpg,ds/real/0011/0011_01_07_03_241.jpg,1
292,ds/real/0014/0014_01_06_03_275.jpg,ds/real/0014/0014_01_06_03_9.jpg,1
293,ds/real/0025/128638951.jpg,ds/fake/0025/10585979.jpg,0
294,ds/real/0015/0015_01_05_03_138.jpg,ds/fake/0015/0016_01_04_03_234.jpg,0
